Subject,trial_number,State_1,State_2,State_3,outcome_type,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M101,0,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,1,2,4,6,too_few_moves,nan,nan,nan,,0.0,0.0,0.0,0.0
M101,2,1,3,5,moves_entered,10.222429279601783,12.389060519260966,14.439198383322946,,1.0,0.0,1.0,1.0
M101,3,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,4,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,5,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,6,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,1.0
M101,7,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,0.0,0.0
M101,8,1,3,5,too_few_moves,nan,nan,nan,,0.0,0.0,0.0,0.0
M101,9,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,10,nan,nan,nan,moves_entered,nan,nan,nan,,1.0,1.0,1.0,1.0
M101,11,1,3,5,moves_entered,10.366886782758229,12.750243609498284,14.850259576756798,,1.0,0.0,1.0,0.0
M101,12,2,4,6,moves_entered,10.573964061281004,12.470768031873376,14.504075333328728,,0.0,0.0,1.0,0.0
M101,13,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,14,2,4,6,too_few_moves,nan,nan,nan,,0.0,0.0,0.0,0.0
M101,15,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,16,nan,nan,nan,moves_entered,nan,nan,nan,,1.0,1.0,1.0,0.0
M101,17,2,4,6,moves_entered,10.020685132674771,12.479180133113914,14.417550863421638,,0.0,0.0,1.0,0.0
M101,18,2,4,5,moves_entered,10.172800560225369,12.110615951258296,14.565896745723876,,1.0,0.0,1.0,0.0
M101,19,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,1.0,0.0
M101,20,2,4,6,moves_entered,9.954922451674065,12.142958522283152,14.793364248000216,,0.0,0.0,1.0,0.0
M101,21,2,4,5,moves_entered,10.628020766140253,12.787197605379333,14.525023239559232,,1.0,0.0,1.0,0.0
M101,22,1,3,5,too_few_moves,nan,nan,nan,,1.0,0.0,1.0,0.0
M101,23,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,1.0,0.0
M101,24,nan,nan,nan,moves_entered,nan,nan,nan,,0.0,1.0,1.0,0.0
M101,25,2,4,6,moves_entered,10.395265992114219,12.25070337953548,14.38250155739297,,0.0,0.0,1.0,0.0
M101,26,2,4,6,too_few_moves,nan,nan,nan,,0.0,0.0,1.0,0.0
M101,27,2,4,6,moves_entered,10.193498078406265,12.120530046064232,14.268315567944228,,0.0,0.0,1.0,0.0
M101,28,2,4,6,moves_entered,10.474575737865962,12.379845368639508,14.518113131882274,,0.0,0.0,1.0,0.0
